name,description,image,nft_identification,nft_id,rarity,tag_1,tag_2,tag_3,user_id,user_id_hedera,madfenix_ownership
Licencia Dragón #205,Licencia Dragón #205,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,205,3,,,,,,,1
Licencia Dragón #206,Licencia Dragón #206,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,206,3,,,,,,,1
Licencia Dragón #207,Licencia Dragón #207,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,207,3,,,,,,,1
Licencia Dragón #208,Licencia Dragón #208,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,208,3,,,,,,,1
Licencia Dragón #209,Licencia Dragón #209,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,209,3,,,,,,,1
Licencia Dragón #210,Licencia Dragón #210,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,210,3,,,,,,,1
Licencia Dragón #211,Licencia Dragón #211,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,211,3,,,,,,,1
Licencia Dragón #212,Licencia Dragón #212,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,212,3,,,,,,,1
Licencia Dragón #213,Licencia Dragón #213,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,213,3,,,,,,,1
Licencia Dragón #214,Licencia Dragón #214,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,214,3,,,,,,,1
Licencia Dragón #215,Licencia Dragón #215,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,215,3,,,,,,,1
Licencia Dragón #216,Licencia Dragón #216,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,216,3,,,,,,,1
Licencia Dragón #217,Licencia Dragón #217,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,217,3,,,,,,,1
Licencia Dragón #218,Licencia Dragón #218,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,218,3,,,,,,,1
Licencia Dragón #219,Licencia Dragón #219,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,219,3,,,,,,,1
Licencia Dragón #220,Licencia Dragón #220,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,220,3,,,,,,,1
Licencia Dragón #221,Licencia Dragón #221,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,221,3,,,,,,,1
Licencia Dragón #222,Licencia Dragón #222,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,222,3,,,,,,,1
Licencia Dragón #223,Licencia Dragón #223,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,223,3,,,,,,,1
Licencia Dragón #224,Licencia Dragón #224,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,224,3,,,,,,,1
Licencia Dragón #225,Licencia Dragón #225,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,225,3,,,,,,,1
Licencia Dragón #226,Licencia Dragón #226,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,226,3,,,,,,,1
Licencia Dragón #227,Licencia Dragón #227,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,227,3,,,,,,,1
Licencia Dragón #228,Licencia Dragón #228,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,228,3,,,,,,,1
Licencia Dragón #229,Licencia Dragón #229,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,229,3,,,,,,,1
Licencia Dragón #230,Licencia Dragón #230,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,230,3,,,,,,,1
Licencia Dragón #231,Licencia Dragón #231,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,231,3,,,,,,,1
Licencia Dragón #232,Licencia Dragón #232,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,232,3,,,,,,,1
Licencia Dragón #233,Licencia Dragón #233,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,233,3,,,,,,,1
Licencia Dragón #234,Licencia Dragón #234,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,234,3,,,,,,,1
Licencia Dragón #235,Licencia Dragón #235,https://docs.valentigamez.com/2357/_media/licencia-mecenas-dragon.png,235,3,,,,,,,1
